timestamp,phase,robot_x,robot_y,robot_yaw,n_obstacles_detected,station_x,station_y
2026-04-22 15:58:56.995,II,9.1153,14.19,0.0725,2,-1.0,-1.0
2026-04-22 15:58:57.996,II,9.1149,14.1898,0.6147,2,-1.0,-1.0
2026-04-22 15:58:58.996,II,9.1147,14.1897,1.1005,1,-1.0,-1.0
2026-04-22 15:58:59.997,II,9.1149,14.1907,1.5911,1,-1.0,-1.0
2026-04-22 15:59:00.997,II,9.1151,14.19,2.0708,1,-1.0,-1.0
2026-04-22 15:59:01.997,II,9.115,14.1901,2.2585,1,-1.0,-1.0
2026-04-22 15:59:02.998,II,9.0278,14.2941,2.2741,2,-1.0,-1.0
2026-04-22 15:59:04.003,II,8.9354,14.4051,2.2521,1,-1.0,-1.0
2026-04-22 15:59:05.009,II,8.9093,14.4373,2.2566,4,-1.0,-1.0
2026-04-22 15:59:06.019,II,8.9093,14.4373,2.2566,6,-1.0,-1.0
2026-04-22 15:59:07.030,II,8.9018,14.4464,2.2567,3,-1.0,-1.0
2026-04-22 15:59:08.040,II,8.6996,14.7254,2.281,1,-1.0,-1.0
2026-04-22 15:59:09.050,II,8.6036,14.8346,2.2956,1,-1.0,-1.0
2026-04-22 15:59:10.061,II,8.4122,15.0502,2.2908,2,-1.0,-1.0
2026-04-22 15:59:11.066,II,8.2384,15.3284,2.5813,2,7.4007,14.8892
2026-04-22 15:59:12.066,II,8.2379,15.3285,2.9873,2,7.4007,14.8892
2026-04-22 15:59:13.067,II,8.2178,15.3297,3.0844,2,7.4007,14.8892
2026-04-22 15:59:14.068,II,8.039,15.3398,3.077,2,7.4007,14.8892
2026-04-22 15:59:15.070,II,7.8577,15.3512,3.0747,4,7.4007,14.8892
2026-04-22 15:59:16.070,II,7.7199,15.3847,3.084,4,7.4007,14.8892
2026-04-22 15:59:17.071,II,7.605,15.3907,2.9657,3,7.4007,14.8892
2026-04-22 15:59:18.071,II,7.5988,15.3935,2.6574,3,7.4007,14.8892
2026-04-22 15:59:19.071,II,7.5833,15.4043,2.4076,3,7.4007,14.8892
2026-04-22 15:59:20.072,II,7.5701,15.42,2.1383,3,7.4007,14.8892
2026-04-22 15:59:21.072,II,7.551,15.4554,2.0579,3,7.4007,14.8892
2026-04-22 15:59:22.072,II,7.5273,15.4999,2.073,4,7.4007,14.8892
2026-04-22 15:59:23.075,II,7.4995,15.53,2.3994,3,7.4007,14.8892
2026-04-22 15:59:24.075,II,7.3784,15.4698,2.5632,4,7.4007,14.8892
2026-04-22 15:59:25.076,II,7.2192,15.553,2.7623,3,7.4007,14.8892
2026-04-22 15:59:26.076,II,7.0491,15.6075,2.9001,4,7.4007,14.8892
2026-04-22 15:59:27.077,II,6.8706,15.6423,2.9911,4,7.4007,14.8892
2026-04-22 15:59:28.077,II,6.6947,15.6618,3.061,2,7.4007,14.8892
2026-04-22 15:59:29.078,II,6.5134,15.6706,3.1247,2,7.4007,14.8892
2026-04-22 15:59:30.078,II,6.3465,15.7872,-3.1241,2,7.4007,14.8892
2026-04-22 15:59:31.079,II,6.1733,15.7799,-3.0844,3,7.4007,14.8892
2026-04-22 15:59:32.079,II,5.9969,15.7674,-3.0649,3,7.4007,14.8892
2026-04-22 15:59:33.079,II,5.8143,15.753,-3.0509,2,7.4007,14.8892
2026-04-22 15:59:34.080,II,5.6275,15.7326,-3.0134,2,7.4007,14.8892
2026-04-22 15:59:35.080,II,5.36,15.6976,-2.9876,3,7.4007,14.8892
2026-04-22 15:59:36.080,II,5.2303,15.6769,3.0979,4,7.4007,14.8892
2026-04-22 15:59:37.081,II,5.2304,15.6769,3.0519,4,7.4007,14.8892
2026-04-22 15:59:38.081,II,5.2304,15.6769,3.0008,4,7.4007,14.8892
2026-04-22 15:59:39.082,II,5.2307,15.6768,2.8907,4,7.4007,14.8892
2026-04-22 15:59:40.082,II,5.2308,15.6768,2.8584,4,7.4007,14.8892
2026-04-22 15:59:41.083,II,5.2308,15.6768,2.8045,4,7.4007,14.8892
2026-04-22 15:59:42.083,II,5.231,15.6767,2.7499,4,7.4007,14.8892
2026-04-22 15:59:43.084,II,5.2312,15.6767,2.711,4,7.4007,14.8892
2026-04-22 15:59:44.084,II,5.2312,15.6766,2.6503,3,7.4007,14.8892
2026-04-22 15:59:45.085,II,5.2312,15.6767,2.5928,3,7.4007,14.8892
2026-04-22 15:59:46.085,II,5.2311,15.6767,2.5437,3,7.4007,14.8892
2026-04-22 15:59:47.096,II,5.2313,15.6766,2.5002,3,7.4007,14.8892
2026-04-22 15:59:48.096,II,5.2312,15.6766,2.4564,3,7.4007,14.8892
2026-04-22 15:59:49.097,II,5.2312,15.6766,2.4207,3,7.4007,14.8892
2026-04-22 15:59:50.097,II,5.2312,15.6766,2.3896,3,7.4007,14.8892
2026-04-22 15:59:51.097,II,5.2312,15.6767,2.3222,3,7.4007,14.8892
2026-04-22 15:59:52.098,II,5.2311,15.6767,2.2383,3,7.4007,14.8892
2026-04-22 15:59:53.098,II,5.2257,15.6876,1.9458,3,7.4007,14.8892
2026-04-22 15:59:54.099,II,5.221,15.7066,1.6847,3,7.4007,14.8892
2026-04-22 15:59:55.099,II,5.222,15.7322,1.4336,4,7.4007,14.8892
2026-04-22 15:59:56.100,II,5.2309,15.776,1.4438,2,7.4007,14.8892
2026-04-22 15:59:57.100,II,5.223,15.8133,1.8656,2,7.4007,14.8892
2026-04-22 15:59:58.101,II,5.2077,15.85,2.1474,1,7.4007,14.8892
